Player Name,Player Team,Average xG,Average Post Shot xG,Player Ave Impact on Post Shot xG
Aidan Rutledge,Darlington,0.0006832739032519593,0.000570295162597964,-0.00011297874065399529
Cedric Main,Darlington,0.0013764794162688045,0.0012942761913341137,-8.220322493469076e-05
Will Hatfield,Darlington,0.0001228957751553914,0.00014159895504909468,1.8703179893703273e-05
Gerry McDonagh,Alfreton,0.0001215460769300063,3.1303486172416895e-05,-9.024259075758941e-05
Siyabonga Ligendza,Alfreton,0.00037766516530042337,0.00042624637420052243,4.858120890009906e-05
Ben Hedley,Darlington,4.951362039455904e-05,7.527249797315557e-05,2.575887757859653e-05
Jack Maskell,Darlington,0.0011237140798126296,0.00126115755337357,0.00013744347356094036
Will McGowan,Darlington,0.0003985106566975948,0.00031809206377803804,-8.041859291955678e-05
Owen German,Alfreton,9.995579677506533e-05,6.523646518331682e-05,-3.4719331591748516e-05
Elliot Forbes,Darlington,8.532303396090442e-05,0.00011587424556346276,3.055121160255834e-05
Scott Barrow,Darlington,0.00012538243243243245,9.591730474732007e-05,-2.9465127685112378e-05
George Cantrill,Alfreton,0.0001329365822898838,0.0001434195117556977,1.0482929465813911e-05
Paul Blackett,South Shields,0.0018583456355283309,0.0016960931447617333,-0.0001622524907665976
Cedwyn Scott,South Shields,0.0009955440951265654,0.0011233996937212863,0.00012785559859472095
Rhys Walsh,South Shields,2.6195838212773624e-05,8.567696603909558e-06,-1.7628141608864068e-05
Robbie Tinkler,South Shields,1.3073867219169445e-05,1.3845599495540942e-06,-1.168930726961535e-05
Daniel Ward,South Shields,0.00048571119718944245,0.0005083082605170704,2.2597063327627987e-05
Dillon Morse,South Shields,0.0001842536708404648,0.00024514007747049814,6.088640663003334e-05
Caden Kelly,South Shields,7.801033240248627e-05,0.00022316007566885866,0.0001451497432663724
Will Jenkins,South Shields,0.0003489199261327808,0.0004851842176380506,0.00013626429150526977
Adam Lund,Alfreton,0.00017624430231510677,0.0001163904152779029,-5.985388703720387e-05
Adam Anson,Alfreton,0.00016083686154400503,0.00018633006035492298,2.5493198810917946e-05
Bailey Sloane,Marine,5.855688676695794e-06,2.269164940095487e-06,-3.586523736600307e-06
AJ Warburton,Marine,4.9958562291685434e-05,5.814791460228808e-06,-4.414377083145663e-05
Terell Pennant,Alfreton,8.875776957030899e-06,2.7655166201243133e-06,-6.110260336906586e-06
Finlay Sinclair-Smith,Marine,0.0011773833438428968,0.001185131293577155,7.747949734258257e-06
Billy Fewster,Alfreton,0.0002467391226015674,0.0002716512025943609,2.491207999279351e-05
Ashley Hunter,Marine,0.00016661994414917574,0.0002257544365372489,5.913449238807315e-05
Nathan Newall,Alfreton,2.246626430051347e-05,6.090442302495271e-06,-1.63758219980182e-05
Max Hunt,Alfreton,0.00030853697865057203,0.00025581839473921267,-5.271858391135936e-05
Matthew McDonald,Marine,0.00029547680389154136,0.000424597783983425,0.0001291209800918836
Leigh Whelan,Marine,7.91099900909828e-06,1.1998919016304838e-06,-6.7111071074677964e-06
Tai Fleming,King's Lynn,0.00011978470408071344,0.00014288802810557609,2.3103324024862645e-05
