Match ID,Date,Home Team,Away Team,Home Team xP,Away Team xP,Home Team xG,Away Team xG,Home Team %,Away Team %,Draw %
14168470,16/08/2025,Alfreton,Darlington,0.63445,2.10154,0.52244,1.4327,12.348,61.251,26.401
14168470,16/08/2025,Alfreton,Darlington,0.63445,2.10154,0.52244,1.4327,12.348,61.251,26.401
14168475,19/08/2025,Alfreton,South Shields,0.01643,2.96837,0.0335,3.38475,0.041,98.439,1.52
14168470,16/08/2025,Alfreton,Darlington,0.63445,2.10154,0.52244,1.4327,12.348,61.251,26.401
14168475,19/08/2025,Alfreton,South Shields,0.01643,2.96837,0.0335,3.38475,0.041,98.439,1.52
14168517,25/08/2025,Alfreton,Marine,1.28242,1.35439,0.77041,0.80306,30.641,33.04,36.319
14168470,16/08/2025,Alfreton,Darlington,0.63445,2.10154,0.52244,1.4327,12.348,61.251,26.401
14168475,19/08/2025,Alfreton,South Shields,0.01643,2.96837,0.0335,3.38475,0.041,98.439,1.52
14168517,25/08/2025,Alfreton,Marine,1.28242,1.35439,0.77041,0.80306,30.641,33.04,36.319
14168554,06/09/2025,Alfreton,King's Lynn,1.65697,1.02436,1.44254,1.07988,44.61,23.523,31.867
14168470,16/08/2025,Alfreton,Darlington,0.63445,2.10154,0.52244,1.4327,12.348,61.251,26.401
14168475,19/08/2025,Alfreton,South Shields,0.01643,2.96837,0.0335,3.38475,0.041,98.439,1.52
14168517,25/08/2025,Alfreton,Marine,1.28242,1.35439,0.77041,0.80306,30.641,33.04,36.319
14168554,06/09/2025,Alfreton,King's Lynn,1.65697,1.02436,1.44254,1.07988,44.61,23.523,31.867
14168567,20/09/2025,Alfreton,Telford,0.74945,2.00303,1.08703,1.96092,16.731,58.517,24.752
14168470,16/08/2025,Alfreton,Darlington,0.63445,2.10154,0.52244,1.4327,12.348,61.251,26.401
14168475,19/08/2025,Alfreton,South Shields,0.01643,2.96837,0.0335,3.38475,0.041,98.439,1.52
14168517,25/08/2025,Alfreton,Marine,1.28242,1.35439,0.77041,0.80306,30.641,33.04,36.319
14168554,06/09/2025,Alfreton,King's Lynn,1.65697,1.02436,1.44254,1.07988,44.61,23.523,31.867
14168567,20/09/2025,Alfreton,Telford,0.74945,2.00303,1.08703,1.96092,16.731,58.517,24.752
14168617,21/10/2025,Alfreton,Chester,0.65155,2.02522,0.38252,1.09298,10.944,56.733,32.323
14168470,16/08/2025,Alfreton,Darlington,0.63445,2.10154,0.52244,1.4327,12.348,61.251,26.401
14168475,19/08/2025,Alfreton,South Shields,0.01643,2.96837,0.0335,3.38475,0.041,98.439,1.52
14168517,25/08/2025,Alfreton,Marine,1.28242,1.35439,0.77041,0.80306,30.641,33.04,36.319
14168554,06/09/2025,Alfreton,King's Lynn,1.65697,1.02436,1.44254,1.07988,44.61,23.523,31.867
14168567,20/09/2025,Alfreton,Telford,0.74945,2.00303,1.08703,1.96092,16.731,58.517,24.752
14168617,21/10/2025,Alfreton,Chester,0.65155,2.02522,0.38252,1.09298,10.944,56.733,32.323
14168638,01/11/2025,Alfreton,Kidderminster,0.18926,2.69546,0.26874,2.24378,2.466,86.006,11.528
14168470,16/08/2025,Alfreton,Darlington,0.63445,2.10154,0.52244,1.4327,12.348,61.251,26.401
14168475,19/08/2025,Alfreton,South Shields,0.01643,2.96837,0.0335,3.38475,0.041,98.439,1.52
14168517,25/08/2025,Alfreton,Marine,1.28242,1.35439,0.77041,0.80306,30.641,33.04,36.319
14168554,06/09/2025,Alfreton,King's Lynn,1.65697,1.02436,1.44254,1.07988,44.61,23.523,31.867
