Match ID,Date,Team 1,Team 2,Team 1 xP,Team 2 xP,Team 1 xG,Team 2 xG,Team 1 Win %,Team 2 Win %,Draw %
14168916,10/03/2026,Bedford,Worksop,1.75419,0.96237,1.33662,0.87126,49.025,22.631,28.344
14168917,10/03/2026,South Shields,Chorley,0.52377,2.2578,0.6411,1.78398,10.178,67.979,21.843
14168918,10/03/2026,Darlington,Buxton,2.34951,0.44997,1.81661,0.57811,71.633,8.315,20.052
14168919,10/03/2026,Oxford,Curzon Ashton,1.73811,1.03035,2.06218,1.537,50.219,26.627,23.154
14168920,10/03/2026,Hereford,Leamington,2.73835,0.18538,3.70326,1.05049,88.736,3.637,7.627
14168921,10/03/2026,Macclesfield,Marine,2.60365,0.26827,2.76182,0.86658,82.519,4.673,12.808
14168922,10/03/2026,King's Lynn,Scarborough,0.71649,1.94727,0.41255,1.00053,12.675,53.701,33.624
14168923,10/03/2026,Peterborough,Kidderminster,0.02925,2.95353,0.69192,4.71512,0.401,97.877,1.722
14168925,10/03/2026,Southport,Spennymoor,2.52302,0.34766,2.89657,1.07291,79.79,7.278,12.932
14168927,14/03/2026,Alfreton,Peterborough,2.54202,0.29508,1.90702,0.36936,79.304,4.406,16.29
14168928,14/03/2026,Bedford,Radcliffe,2.40843,0.40695,1.95186,0.51152,74.127,7.411,18.462
14168929,14/03/2026,Macclesfield,Curzon Ashton,2.44269,0.39549,2.41318,0.81593,76.029,7.789,16.182
14168930,14/03/2026,Buxton,Chorley,1.89718,0.90508,2.85026,2.07659,56.648,23.578,19.774
14168931,14/03/2026,Leamington,Darlington,0.02954,2.95229,0.61503,4.43625,0.379,97.804,1.817
14168932,14/03/2026,South Shields,Hereford,2.45071,0.40642,2.84155,1.09623,76.928,8.785,14.287
14168933,14/03/2026,Kidderminster,Chester,1.84422,0.83976,1.1321,0.59701,50.94,17.458,31.602
14168934,14/03/2026,Spennymoor,Merthyr,1.76499,1.03635,2.74484,2.12037,52.211,27.923,19.866
14168935,14/03/2026,Scarborough,Telford,1.20738,1.46925,0.97894,1.10241,29.467,38.196,32.337
14168936,21/03/2026,Telford,Marine,1.85215,0.87136,1.45179,0.81011,52.522,19.829,27.649
14168937,14/03/2026,Worksop,Marine,0.98523,1.77057,1.66459,2.20228,24.701,50.879,24.42
14168938,14/03/2026,Southport,Oxford,0.8811,1.9056,1.7586,2.5165,22.26,56.41,21.33
14168939,21/03/2026,Buxton,Bedford,2.20014,0.5154,1.2054,0.2926,63.856,7.698,28.446
14168940,21/03/2026,Southport,Chester,1.96725,0.78945,1.81053,1.0674,57.465,18.205,24.33
14168941,21/03/2026,King's Lynn,Curzon Ashton,2.63723,0.21209,1.66326,0.17479,82.885,2.047,15.068
14168942,21/03/2026,Scarborough,Leamington,2.64307,0.2503,2.91755,0.69032,84.548,4.789,10.663
14168943,21/03/2026,Macclesfield,Hereford,2.41821,0.42225,2.44937,0.91772,75.289,8.757,15.954
14168944,21/03/2026,Chorley,Oxford,1.71734,0.96728,1.16276,0.73562,46.732,21.73,31.538
14168947,21/03/2026,Merthyr,South Shields,1.95087,0.82977,2.78517,1.99711,57.717,20.347,21.936
14168948,21/03/2026,Fylde,Worksop,1.18012,1.45645,0.77458,0.91235,27.223,36.434,36.343
14168949,21/03/2026,Spennymoor,Alfreton,1.78155,0.85194,0.93788,0.45652,47.168,16.181,36.651
14168950,28/03/2026,Telford,Bedford,1.91837,0.83876,1.86828,1.11364,55.85,19.863,24.287
14168951,28/03/2026,Fylde,Darlington,1.67388,1.09755,2.11926,1.7069,48.177,28.966,22.857
14168952,28/03/2026,Curzon Ashton,Chester,1.1532,1.45023,0.5751,0.73266,25.221,35.122,39.657
14168953,28/03/2026,Buxton,Hereford,2.15894,0.59996,1.57189,0.63053,63.928,11.962,24.11
14168957,28/03/2026,Oxford,Kidderminster,0.756,1.95408,0.61436,1.26275,15.536,55.472,28.992
14168958,28/03/2026,Leamington,Peterborough,2.48177,0.40397,4.07324,1.97487,78.917,9.657,11.426
14168959,28/03/2026,Scarborough,Chorley,0.78217,1.90252,0.51427,1.14816,15.562,52.907,31.531
14168960,28/03/2026,South Shields,Alfreton,2.70971,0.1769,2.28014,0.34478,86.544,2.117,11.339
14169015,06/12/2025,Hereford,Peterborough,1.46005,1.16827,0.81182,0.65264,36.279,26.553,37.168
14169188,18/10/2025,Buxton,Chorley,2.85818,0.08957,3.42908,0.77649,93.531,1.244,5.225
14813803,28/10/2025,Curzon Ashton,King's Lynn,1.00174,1.77658,1.61277,2.19505,26.002,51.83,22.168
14837121,11/11/2025,Buxton,Bedford,0.40653,2.38182,0.39847,1.53039,6.496,72.339,21.165
14837162,11/11/2025,Merthyr,South Shields,2.55696,0.30351,2.28893,0.70401,80.581,5.466,13.953
14837164,11/11/2025,Telford,Marine,1.00852,1.72729,1.05695,1.5315,24.811,48.77,26.419
14843593,28/10/2025,Peterborough,Southport,2.16296,0.62006,2.03794,1.0436,64.866,13.436,21.698
14877540,11/11/2025,Alfreton,Spennymoor,1.55541,1.13889,1.20218,0.97038,41.657,27.773,30.57
14877776,11/11/2025,Southport,Chester,0.96071,1.80779,1.90594,2.43343,24.307,52.543,23.15
14878242,18/11/2025,Darlington,Peterborough,2.40108,0.45705,3.97493,2.22259,75.307,10.506,14.187
14936374,18/11/2025,Oxford,South Shields,0.45363,2.37735,0.97996,2.41258,9.487,73.611,16.902
14969964,09/12/2025,Telford,Leamington,2.65514,0.23888,2.90433,0.74102,84.972,4.43,10.598
14969967,16/12/2025,Radcliffe,Scarborough,2.28065,0.48551,1.5944,0.43537,68.227,8.389,23.384
14972548,02/12/2025,Chester,Radcliffe,1.36263,1.31529,0.98479,0.94962,34.685,33.107,32.208
15029190,16/12/2025,Macclesfield,Bedford,2.32812,0.46878,1.86188,0.7114,70.834,8.856,20.31
15122242,06/01/2026,Radcliffe,Macclesfield,1.7858,0.98831,2.24752,1.70004,51.997,25.414,22.589
15141451,13/12/2025,Spennymoor,Buxton,2.55577,0.29593,2.09932,0.54332,80.249,4.921,14.83
15168214,10/12/2025,Macclesfield,King's Lynn,1.62633,1.06596,1.19828,0.88023,43.954,25.275,30.771
15174859,16/12/2025,Alfreton,Southport,1.21375,1.42135,0.7254,0.8167,28.295,35.215,36.49
15184997,18/12/2025,Peterborough,South Shields,0.54409,2.23822,0.63836,1.7486,10.88,67.351,21.769
15212553,20/01/2026,Spennymoor,Chester,1.07154,1.68507,1.5919,2.03544,27.605,48.056,24.339
15227997,03/02/2026,Macclesfield,Kidderminster,2.53889,0.33362,3.61305,1.71227,80.38,6.871,12.749
15234057,20/01/2026,Marine,Radcliffe,2.80936,0.118,2.69814,0.46761,91.224,1.512,7.264
15261863,17/02/2026,Darlington,Hereford,1.12226,1.59716,1.26009,1.49302,28.056,43.886,28.058
15322118,20/01/2026,Southport,South Shields,0.67625,2.10188,0.97806,1.96138,15.146,62.667,22.187
15322125,03/02/2026,Fylde,Peterborough,2.55311,0.31913,3.10608,1.15732,80.845,6.379,12.776
15326170,03/02/2026,Oxford,Radcliffe,1.00676,1.65917,0.7663,1.13422,22.423,44.17,33.407
15326173,03/03/2026,Scarborough,Hereford,1.04278,1.52485,0.43794,0.65283,20.347,36.416,43.237
15326174,03/02/2026,Chorley,Leamington,2.11092,0.67008,2.12247,1.06233,63.064,15.036,21.9
15341358,03/03/2026,Darlington,Macclesfield,1.09899,1.68489,2.13632,2.58393,29.429,48.959,21.612
15341361,03/02/2026,Telford,Spennymoor,2.05186,0.67075,1.36211,0.54082,59.149,13.112,27.739
15366761,17/03/2026,Marine,Peterborough,1.33053,1.06329,0.33738,0.22337,24.145,15.237,60.618
15379770,31/10/2025,King's Lynn,Alfreton,2.22219,0.56625,1.8897,0.72575,67.021,11.823,21.156
15395692,17/03/2026,Telford,Macclesfield,2.09538,0.66543,1.73896,0.8737,61.873,14.208,23.919
15399474,17/02/2026,Spennymoor,Leamington,0.73092,2.01165,0.71588,1.53048,15.783,58.474,25.743
15399954,03/02/2026,Bedford,Curzon Ashton,0.22269,2.66937,1.06587,3.19589,3.825,85.381,10.794
15399965,03/02/2026,King's Lynn,Southport,2.47226,0.34817,1.82703,0.4075,76.423,5.62,17.957
15399968,31/03/2026,Hereford,Macclesfield,0.23351,2.60324,0.16089,1.74686,2.342,81.333,16.325
15416663,24/03/2026,Macclesfield,Alfreton,2.17971,0.4131,0.82476,0.00463,59.084,0.197,40.719
15447028,17/02/2026,Buxton,Southport,0.50215,2.22427,0.29981,1.31337,7.619,65.023,27.358
15447029,24/03/2026,Hereford,Spennymoor,1.69418,1.03538,1.54523,1.14515,47.458,25.498,27.044
15447033,17/03/2026,Spennymoor,Curzon Ashton,2.78239,0.15217,3.83604,0.9848,90.565,2.891,6.544
15447037,03/03/2026,Telford,Leamington,1.43528,1.30319,1.58604,1.49061,39.125,34.722,26.153
15452627,17/02/2026,Telford,Chorley,0.5016,2.33193,1.25491,2.70738,11.171,72.182,16.647
15473420,03/03/2026,South Shields,Fylde,1.75922,0.98441,1.60276,1.09016,50.095,24.268,25.637
15473461,17/03/2026,Kidderminster,Chorley,1.04218,1.66897,0.90962,1.31012,25.111,46.004,28.885
15489563,31/03/2026,Chorley,Alfreton,2.06773,0.65284,1.39191,0.52155,59.61,12.447,27.943
15495083,17/03/2026,Southport,Alfreton,2.26883,0.53966,2.30734,1.01319,69.244,11.605,19.151
15495110,24/03/2026,King's Lynn,Leamington,2.15004,0.62484,1.94181,0.94017,64.164,13.324,22.512
15519409,17/03/2026,Fylde,Hereford,2.47837,0.37321,2.5452,0.88381,77.665,7.493,14.842
15519410,31/03/2026,Kidderminster,Spennymoor,0.89157,1.85508,1.20843,1.80872,21.274,53.391,25.335
15559405,24/03/2026,Darlington,Kidderminster,1.68491,1.03367,1.54356,1.13487,46.783,25.075,28.142
15578956,17/03/2026,King's Lynn,South Shields,1.40067,1.21062,0.73518,0.63312,33.732,27.397,38.871
15659749,19/03/2026,Hereford,Alfreton,1.36228,1.34812,1.18694,1.15998,35.756,35.284,28.96
15864927,31/03/2026,Fylde,Marine,1.90022,0.84314,1.74861,1.05916,54.786,19.55,25.664
