Match ID,Date,Attacking Team,Defending Team,Player Name,Body Part,Situation,Shot Type,xG,Post Shot xG
15489563,31/03/2026,Chorley,Alfreton,Scott Wilson,head,corner,save,0.07641,0.1861
14168749,30/12/2025,Chorley,Marine,Scott Wilson,left-foot,corner,miss,0.1704,0.0
14168792,24/01/2026,Chorley,Darlington,Scott Wilson,head,corner,miss,0.1443,0.0
14168494,09/08/2025,Chorley,Darlington,Scott Wilson,left-foot,set-piece,goal,0.3326,0.2709
