Player Name,Player Team,Average xG,Average Post Shot xG,Player Ave Impact on Post Shot xG
Josh Phillips,Bedford,0.063032,0.0,-0.063032
Joshua Parker,Oxford,0.14380538387096772,0.13613645161290322,-0.007668932258064504
Leon Lobjoit,Bedford,0.12850769230769232,0.08830923076923078,-0.040198461538461544
Josh Ashby,Oxford,0.08325187000000002,0.10118147540983606,0.01792960540983604
Tom Scott,Oxford,0.13198117647058824,0.16908529411764706,0.037104117647058815
Jack Bearne,Oxford,0.1033971052631579,0.10543631578947367,0.0020392105263157684
Ewan Clark,Oxford,0.1314376956521739,0.17132391304347824,0.03988621739130435
Ryan Blackman,Bedford,0.022022285714285713,0.0027742857142857144,-0.019247999999999998
Cole Jarvis,Merthyr,0.1355217894736842,0.19217126315789473,0.05664947368421053
Greg Sandiford,Bedford,0.03665558000000001,0.07008099999999999,0.033425419999999983
Ricardo Rees,Merthyr,0.15599707936507937,0.1823636507936508,0.026366571428571434
Callum Ryan-Phillips,Merthyr,0.205907,0.36315,0.15724299999999997
Callum Tripp,Bedford,0.09356333333333333,0.0478,-0.04576333333333333
Joshua Phillips,Bedford,0.05538684090909091,0.05815245454545455,0.0027656136363636355
Callum Ebanks,Buxton,0.1506806,0.07771933333333333,-0.07296126666666666
Tate Campbell,Buxton,0.13756799999999997,0.20731052631578947,0.0697425263157895
Connor Kirby,Buxton,0.048736342592592595,0.042369259259259266,-0.006367083333333329
Tai Sodje,Buxton,0.1755276285714286,0.21101402857142856,0.035486399999999974
Johnny Johnston,Buxton,0.12950575,0.08123726318181818,-0.04826848681818183
Luke Brennan,Buxton,0.12844872916666666,0.13935,0.010901270833333337
Thomas Allan,Darlington,0.1311283448275862,0.12306931034482758,-0.008059034482758617
Connor Barratt,Bedford,0.17606666666666668,0.26563333333333333,0.08956666666666666
Jago  Godden,Bedford,0.07833490000000001,0.09500190476190477,0.01666700476190476
Toby Lees,Darlington,0.1559464705882353,0.2261594117647059,0.07021294117647059
