Match ID,Date,Team,xP
14168746,30/12/2025,Leamington,0.55748
14168677,22/11/2025,Leamington,0.59346
15326174,03/02/2026,Leamington,0.66849
14168491,09/08/2025,Leamington,0.27782
14168931,14/03/2026,Leamington,0.02837
14168920,10/03/2026,Leamington,0.18454
14168524,25/08/2025,Leamington,0.84721
14168661,04/11/2025,Leamington,0.30226
14168497,16/08/2025,Leamington,0.37003
14168512,23/08/2025,Leamington,1.91522
14168540,30/08/2025,Leamington,1.61056
14168547,02/09/2025,Leamington,1.8625
14168582,04/10/2025,Leamington,0.80577
14168605,18/10/2025,Leamington,0.65802
14168622,21/10/2025,Leamington,0.01734
14168668,08/11/2025,Leamington,0.55617
14168703,29/11/2025,Leamington,0.91075
14969964,09/12/2025,Leamington,0.24018
14168740,26/12/2025,Leamington,0.55634
14168802,24/01/2026,Leamington,0.65119
14168833,07/02/2026,Leamington,1.42923
15399474,17/02/2026,Leamington,2.00407
14168873,21/02/2026,Leamington,0.21076
14168886,24/02/2026,Leamington,1.39792
14168904,07/03/2026,Leamington,2.07851
14168942,21/03/2026,Leamington,0.24812
15495110,24/03/2026,Leamington,0.62314
14168958,28/03/2026,Leamington,2.48444
14168852,10/02/2026,Leamington,0.40011
14168859,14/02/2026,Leamington,0.50114
14168693,25/11/2025,Leamington,0.29841
14168636,25/10/2025,Leamington,0.18068
14168502,19/08/2025,Leamington,0.70021
14168731,20/12/2025,Leamington,1.04422
14168600,11/10/2025,Leamington,0.50892
14168791,17/01/2026,Leamington,0.53763
14168565,06/08/2025,Leamington,0.51963
15447037,03/03/2026,Leamington,1.30188
14168902,28/02/2026,Leamington,0.24876
