Match ID,Date,Team,xP
14168916,10/03/2026,Worksop,0.95828
14168751,30/12/2025,Worksop,1.10471
14168759,03/01/2026,Worksop,0.34834
14168656,04/11/2025,Worksop,0.52216
14168590,11/10/2025,Worksop,1.91198
14168571,20/09/2025,Worksop,0.76345
14168788,17/01/2026,Worksop,0.96132
14168703,29/11/2025,Worksop,1.80367
14168487,09/08/2025,Worksop,0.92395
14168937,14/03/2026,Worksop,0.98639
14168560,06/09/2025,Worksop,0.48852
14168671,08/11/2025,Worksop,0.71441
14168526,25/08/2025,Worksop,1.54366
14168504,19/08/2025,Worksop,0.52162
14168829,31/01/2026,Worksop,0.39658
14168732,20/12/2025,Worksop,2.12387
14168885,24/02/2026,Worksop,0.21947
14168483,16/08/2025,Worksop,0.97757
14168518,23/08/2025,Worksop,1.96657
14168539,30/08/2025,Worksop,2.35167
14168553,02/09/2025,Worksop,2.44219
14168587,04/10/2025,Worksop,0.49436
14168612,18/10/2025,Worksop,0.95703
14168625,21/10/2025,Worksop,2.31251
14168651,01/11/2025,Worksop,1.53215
14168685,22/11/2025,Worksop,1.17078
14168697,25/11/2025,Worksop,1.6428
14168720,06/11/2025,Worksop,1.43347
14168744,26/12/2025,Worksop,1.7664
14168781,10/01/2026,Worksop,0.66023
14168805,24/01/2026,Worksop,0.97586
14168817,27/01/2026,Worksop,0.33525
14168842,07/02/2026,Worksop,1.47117
14168867,14/02/2026,Worksop,1.70781
14168902,28/02/2026,Worksop,2.53575
14168913,07/03/2026,Worksop,1.05021
14168948,21/03/2026,Worksop,1.46735
