Player Name,Player Team,Average xG,Average Post Shot xG,Player Ave Impact on Post Shot xG
Aidan Rutledge,Darlington,0.0007474877989508935,0.0006348735974868861,-0.0001126142014640074
Cedric Main,Darlington,0.0015798091752363453,0.0014487858222446135,-0.00013102335299173184
Will Hatfield,Darlington,0.00016273428562961208,0.00023837299588062714,7.563871025101506e-05
Gerry McDonagh,Alfreton,0.00013325279317191716,6.179059360459946e-05,-7.14621995673177e-05
Siyabonga Ligendza,Alfreton,0.0003891427555344812,0.0004823187920457576,9.317603651127641e-05
Ben Hedley,Darlington,5.731239368165249e-05,0.00013296091041104823,7.564851672939573e-05
Jack Maskell,Darlington,0.0011349420620573158,0.0012756254630590048,0.00014068340100168906
Will McGowan,Darlington,0.00041123078564442994,0.00031911418664611925,-9.21165989983107e-05
Owen German,Alfreton,0.00012004290964051806,7.259787215126101e-05,-4.744503748925705e-05
Elliot Forbes,Darlington,8.434967252467179e-05,0.00011436327534599769,3.0013602821325896e-05
Scott Barrow,Darlington,0.00013285411973918196,0.0001031038733959636,-2.9750246343218358e-05
George Cantrill,Alfreton,0.00013381966630115875,0.00014154935838544291,7.729692084284162e-06
Paul Blackett,South Shields,0.0021470205583380255,0.001980865068310464,-0.00016615549002756136
Cedwyn Scott,South Shields,0.0009918129686157127,0.0011285860771122899,0.00013677310849657715
Rhys Walsh,South Shields,3.072933645496844e-05,8.455976054292741e-06,-2.22733604006757e-05
Robbie Tinkler,South Shields,1.4276709243398632e-05,1.3665056456153868e-06,-1.2910203597783245e-05
Daniel Ward,South Shields,0.00048589455590789205,0.0005016800521589663,1.5785496251074236e-05
Dillon Morse,South Shields,0.00020426458821088818,0.00026766440446907507,6.339981625818689e-05
Caden Kelly,South Shields,8.150229084550871e-05,0.00022359007794209168,0.00014208778709658298
Will Jenkins,South Shields,0.00035318881842159855,0.0004882343004475002,0.00013504548202590165
Adam Lund,Alfreton,0.00017496114749725872,0.00011572355747858816,-5.923759001867056e-05
Adam Anson,Alfreton,0.00016200248940520997,0.00020262721156980707,4.062472216459709e-05
Bailey Sloane,Marine,7.160122099398394e-06,2.986100820911004e-06,-4.174021278487391e-06
AJ Warburton,Marine,5.4908573630086245e-05,5.738968082268915e-06,-4.916960554781733e-05
Terell Pennant,Alfreton,9.799662152150077e-06,3.6392733307648996e-06,-6.1603888213851776e-06
Finlay Sinclair-Smith,Marine,0.0013696268114868268,0.0013859598870876921,1.6333075600865297e-05
Billy Fewster,Alfreton,0.0002679355421865276,0.0002985004297187565,3.056488753222888e-05
Ashley Hunter,Marine,0.00016632054055655987,0.00022954983255786383,6.322929200130396e-05
Nathan Newall,Alfreton,2.370547965503956e-05,6.011024508787008e-06,-1.7694455146252552e-05
Max Hunt,Alfreton,0.00030840787718934294,0.00025907062205494474,-4.933725513439819e-05
Matthew McDonald,Marine,0.00030115176481047926,0.00043598020330142543,0.00013482843849094617
Leigh Whelan,Marine,8.264825297098659e-06,1.1842456213140504e-06,-7.080579675784609e-06
Tai Fleming,King's Lynn,0.00013280354443884657,0.00014102480514477077,8.221260705924203e-06
Reece Hall-Johnson,King's Lynn,0.00026471525946122155,0.00038754230507068133,0.00012282704560945978
