Player Name,Player Team,Total xG,Total Post Shot xG,Player Total Impact on Post Shot xG
Adam Marriott,King's Lynn,16.733999999999998,8.66175,-8.072249999999999
Samuel George Tomlinson,Buxton,1.45563,0.10047,-1.35516
Scott Burgess,Chester,2.6330790000000004,2.2328699999999997,-0.4002090000000007
Sam  Bayly,Peterborough,0.01638,0.0,-0.01638
Michael Gash,Peterborough,0.4968,0.9522,0.4554
Josiah Dyer,Peterborough,4.591296,6.683159999999999,2.0918639999999993
Connor Woods,Chester,24.8760714,23.97162,-0.9044513999999992
Jack Stobbs,Curzon Ashton,7.0374006,8.024999999999999,0.9875993999999988
Adam Barton,Curzon Ashton,10.37712,9.79752,-0.5795999999999992
Dion Kelly-Evans,Chester,3.04467,2.5260000000000002,-0.5186699999999997
James Jones,Chester,1.5335909999999997,0.9804899999999999,-0.5531009999999998
Kevin Roberts,Chester,2.7965505,4.5702,1.7736494999999999
Rio Allan,Scarborough,22.874304000000002,22.699739730000005,-0.17456426999999763
Tom Leak,Chester,8.182641,3.1689,-5.0137410000000004
Alex Ryan John,Merthyr,9.666197999999998,4.2165,-5.449697999999998
Paul Kalambayi,Kidderminster,4.8234390000000005,5.48643,0.6629909999999999
George Newell,Marine,18.871002,15.71616216,-3.154839840000001
Will Van Lier,Leamington,0.3567,0.4218,0.06509999999999999
Dan Meredith,Leamington,4.927878,5.376081,0.44820300000000035
Jack Shorrock,Chester,2.32626,1.2091500000000002,-1.1171099999999998
Seb  Thompson,Leamington,0.318,0.20900999999999997,-0.10899000000000003
Adam Walker,Leamington,4.5732882,2.31828,-2.2550082000000002
Jaiden White,Hereford,3.0525,0.0,-3.0525
Aaron Skinner,Hereford,3.3683634000000002,5.47596108,2.10759768
Callum McFarlane,Hereford,5.298629999999999,1.1925000000000001,-4.106129999999999
Gus Mafuta,Hereford,2.0855568000000004,3.53652,1.4509631999999995
Harley Hamilton,Hereford,4.545132000000001,6.47658,1.9314479999999996
Luke Woolston,South Shields,1.16385,0.09441,-1.0694400000000002
Sam Heathcote,Macclesfield,3.2542952999999994,3.4184699999999997,0.16417470000000023
D'Mani Mellor,Macclesfield,22.714044,20.93688,-1.7771640000000026
Max Woltman,Macclesfield,1.5428730000000002,0.8408399999999999,-0.7020330000000002
Martin Woods,Worksop,2.5531800000000002,6.112499999999999,3.5593199999999987
Joe Leesley,Worksop,1.7477418,0.922437,-0.8253048000000001
George Murray-Jones,Chester,0.0,0.0,0.0
Tom Carr,Chorley,28.375473,25.8527553,-2.522717700000001
Matthew Urwin,Chorley,0.0,0.0,0.0
Tom Walker,Chorley,2.4809400000000004,1.6458,-0.8351400000000004
Jordan Hulme,Radcliffe,21.38364,20.4849,-0.8987400000000001
Michael Kelly,Chester,0.7911743999999999,1.58481,0.7936356000000001
Tyler Hill,Spennymoor,0.099612,0.0,-0.099612
Tom Davies,Chester,3.2728800000000002,3.2237999999999998,-0.04908000000000046
Jonah Lowes,Darlington,4.311672,1.7724,-2.5392719999999995
Tom Tweedy,Darlington,4.541679,0.29642999999999997,-4.245249
Jack Sampson,Chorley,17.402282999999997,23.676171,6.273888000000003
George Horbury,Chorley,0.39976199999999995,0.6663,0.26653800000000005
Mark Ellis,Chorley,15.331770000000002,15.430499999999999,0.09872999999999621
Jake Hull,Scarborough,4.50267,8.2302,3.72753
Richie Bennett,Scarborough,10.863252,9.17328,-1.6899719999999991
Alex Wiles,Scarborough,2.077068,2.5659,0.48883199999999993
Adam Henley,Chorley,3.330309,0.6518999999999999,-2.6784090000000003
Joe Nolan,Chorley,2.18154,2.7204,0.5388600000000001
Ammar  Christopher Deaco,Telford,3.079479,3.98639808,0.9069190799999998
Billy Whitehouse,Chorley,0.39602400000000004,0.0,-0.39602400000000004
Jamie Meddows,Telford,12.887428200000002,14.055600000000002,1.1681717999999996
Jordan Piggott,Telford,3.843075,3.192522,-0.6505529999999999
Harvey Smith,Chorley,5.568990000000001,5.974559999999999,0.4055699999999982
Ethan McLeod,Macclesfield,1.32849,2.8242000000000003,1.4957100000000003
Sean Etaluku,Macclesfield,1.954839,0.530556,-1.424283
Rollin Menayese,Macclesfield,4.14585,0.4686,-3.6772500000000004
Luke Summerfield,Chorley,0.301569,0.07674,-0.22482899999999997
Darnell Johnson,Oxford,3.7454099999999997,5.338799999999999,1.5933899999999994
Latrell Humphrey-Ewers,Oxford,0.43108499999999994,0.0,-0.43108499999999994
Lucas Weaver,Chorley,1.40187,1.7268,0.32492999999999994
Max Wilson,Chorley,8.045003999999999,8.49762,0.4526160000000008
Anjola Popoola,Chorley,11.402742,12.310500000000001,0.9077580000000012
Sam Fielding,Marine,6.382196400000001,6.23208,-0.15011640000000082
Adam Thomas,Marine,2.60562,5.46618,2.8605599999999995
Odin Samuels-Smith,Marine,0.209022,1.5306,1.321578
Patrick McLaughlin,Darlington,3.006273,1.51227,-1.4940030000000002
