Match ID,Date,Team,xP
14168470,16/08/2025,Alfreton,0.63302
14168475,19/08/2025,Alfreton,0.01567
14168517,25/08/2025,Alfreton,1.28028
14168554,06/09/2025,Alfreton,1.65005
14168567,20/09/2025,Alfreton,0.74366
14168617,21/10/2025,Alfreton,0.6516
14168638,01/11/2025,Alfreton,0.19077
14168664,08/11/2025,Alfreton,0.39239
14877540,11/11/2025,Alfreton,1.56151
15174859,16/12/2025,Alfreton,1.20836
14168746,30/12/2025,Alfreton,1.52467
14168796,24/01/2026,Alfreton,2.90183
14168865,21/02/2026,Alfreton,2.33051
14168880,24/02/2026,Alfreton,2.38196
14168915,10/03/2026,Alfreton,1.99798
14168927,14/03/2026,Alfreton,2.54291
15659749,19/03/2026,Alfreton,1.35241
15416663,24/03/2026,Alfreton,0.41067
15489563,31/03/2026,Alfreton,0.65044
14168488,09/08/2025,Alfreton,0.80368
14168628,25/10/2025,Alfreton,0.18226
14168844,10/02/2026,Alfreton,1.93994
14168653,04/11/2025,Alfreton,1.21303
14168709,06/12/2025,Alfreton,0.86098
14168787,17/01/2026,Alfreton,0.55429
14168531,30/08/2025,Alfreton,0.7907
15379770,31/10/2025,Alfreton,0.56206
14168509,23/08/2025,Alfreton,2.50049
14168681,22/11/2025,Alfreton,0.3558
14168550,02/09/2025,Alfreton,1.24404
14168609,18/10/2025,Alfreton,1.17792
14168586,04/10/2025,Alfreton,0.62246
14168695,25/11/2025,Alfreton,1.16099
15495083,17/03/2026,Alfreton,0.54185
14168960,28/03/2026,Alfreton,0.17712
14168949,21/03/2026,Alfreton,0.85701
14168901,07/03/2026,Alfreton,0.32711
14168744,26/12/2025,Alfreton,1.65089
14168962,03/04/2026,Alfreton,0.26387
14168995,11/04/2026,Alfreton,1.09147
15519412,14/04/2026,Alfreton,0.06927
14169019,25/04/2026,Alfreton,1.46721
14168979,06/04/2026,Alfreton,2.10395
14169002,18/04/2026,Alfreton,1.84691
