Match ID,Date,Team,xP
14168554,06/09/2025,King's Lynn,1.02093
14168748,30/12/2025,King's Lynn,1.45244
14168878,24/02/2026,King's Lynn,2.05549
14168522,25/08/2025,King's Lynn,0.13662
14813803,28/10/2025,King's Lynn,1.77415
14168727,20/12/2025,King's Lynn,1.7466
14168479,16/08/2025,King's Lynn,2.09796
14168473,09/08/2025,King's Lynn,1.80368
14168513,23/08/2025,King's Lynn,2.78567
14168533,30/08/2025,King's Lynn,1.77095
14168544,02/09/2025,King's Lynn,0.6241
14168581,04/10/2025,King's Lynn,0.64868
14168604,18/10/2025,King's Lynn,0.74838
14168634,25/10/2025,King's Lynn,1.51224
14168661,04/11/2025,King's Lynn,2.52168
14168691,25/11/2025,King's Lynn,2.33019
14168714,06/12/2025,King's Lynn,1.63305
15168214,10/12/2025,King's Lynn,1.07328
14168738,26/12/2025,King's Lynn,2.0767
14168794,17/01/2026,King's Lynn,0.71917
15379770,31/10/2025,King's Lynn,2.21375
15399965,03/02/2026,King's Lynn,2.46804
14168894,28/02/2026,King's Lynn,0.79454
14168907,07/03/2026,King's Lynn,2.91823
15578956,17/03/2026,King's Lynn,1.39896
14168941,21/03/2026,King's Lynn,2.63383
15495110,24/03/2026,King's Lynn,2.14716
14168872,21/02/2026,King's Lynn,0.22901
14168577,20/09/2025,King's Lynn,2.26079
14168765,03/01/2026,King's Lynn,0.66276
14168705,29/11/2025,King's Lynn,2.64233
14168835,07/02/2026,King's Lynn,2.35207
14168922,10/03/2026,King's Lynn,0.71258
14168647,01/11/2025,King's Lynn,1.76122
14168503,19/08/2025,King's Lynn,2.68937
14168795,24/01/2026,King's Lynn,0.41883
14168625,21/10/2025,King's Lynn,0.50452
