Match ID,Date,Team,xP
14168746,30/12/2025,Leamington,1.12345
14168677,22/11/2025,Leamington,0.59134
15326174,03/02/2026,Leamington,0.66763
14168491,09/08/2025,Leamington,0.27651
14168931,14/03/2026,Leamington,0.07485
14168920,10/03/2026,Leamington,0.18277
14168524,25/08/2025,Leamington,0.84871
14168661,04/11/2025,Leamington,0.30343
14168497,16/08/2025,Leamington,0.37423
14168512,23/08/2025,Leamington,2.38372
14168540,30/08/2025,Leamington,1.61603
14168547,02/09/2025,Leamington,1.86868
14168582,04/10/2025,Leamington,1.35364
14168605,18/10/2025,Leamington,0.66082
14168622,21/10/2025,Leamington,0.01714
14168668,08/11/2025,Leamington,0.55687
14168703,29/11/2025,Leamington,0.90633
14969964,09/12/2025,Leamington,0.23745
14168740,26/12/2025,Leamington,0.49307
14168802,24/01/2026,Leamington,0.65094
14168833,07/02/2026,Leamington,1.43145
15399474,17/02/2026,Leamington,2.00758
14168873,21/02/2026,Leamington,0.2108
14168886,24/02/2026,Leamington,1.95074
14168904,07/03/2026,Leamington,2.06937
14168942,21/03/2026,Leamington,0.24976
15495110,24/03/2026,Leamington,1.1607
14168958,28/03/2026,Leamington,2.4867
14168852,10/02/2026,Leamington,0.40056
14168859,14/02/2026,Leamington,0.50075
14168693,25/11/2025,Leamington,0.30775
14168636,25/10/2025,Leamington,0.18194
14168502,19/08/2025,Leamington,0.70164
14168731,20/12/2025,Leamington,0.44667
14168600,11/10/2025,Leamington,0.50778
14168791,17/01/2026,Leamington,0.54025
14168565,06/08/2025,Leamington,1.02406
15447037,03/03/2026,Leamington,1.30698
14168902,28/02/2026,Leamington,0.2475
14168963,03/04/2026,Leamington,0.16686
14169021,25/04/2026,Leamington,0.12779
14168979,06/04/2026,Leamington,0.64901
14169009,18/04/2026,Leamington,0.33149
14168984,11/04/2026,Leamington,0.55819
