Match ID,Date,Team,xP
14837121,11/11/2025,Buxton,0.40902
14168476,09/08/2025,Buxton,0.83787
14168492,19/08/2025,Buxton,1.03596
14168521,25/08/2025,Buxton,2.1517
14168557,06/09/2025,Buxton,1.37922
14168580,04/10/2025,Buxton,2.0791
14169188,18/10/2025,Buxton,2.65612
14168628,25/10/2025,Buxton,2.70739
14168654,04/11/2025,Buxton,2.06569
14168662,08/11/2025,Buxton,1.23702
14168700,29/11/2025,Buxton,1.25693
14168724,20/12/2025,Buxton,1.37927
14168751,30/12/2025,Buxton,1.07565
14168757,03/01/2026,Buxton,1.02861
14168783,17/01/2026,Buxton,2.84585
14168820,31/10/2025,Buxton,1.5153
14168845,10/02/2026,Buxton,2.22092
14168868,21/02/2026,Buxton,1.28154
14168878,24/02/2026,Buxton,0.68878
14168939,21/03/2026,Buxton,2.1933
14168856,14/02/2026,Buxton,0.5758
14168930,14/03/2026,Buxton,1.89231
14168918,10/03/2026,Buxton,0.44625
14168675,22/11/2025,Buxton,2.04971
14168953,28/03/2026,Buxton,2.16012
14168575,20/09/2025,Buxton,1.22292
14168691,25/11/2025,Buxton,0.46865
14168739,26/12/2025,Buxton,1.34041
14168472,16/08/2025,Buxton,1.1331
14168897,28/02/2026,Buxton,2.33416
14168777,10/01/2026,Buxton,1.18818
14168616,21/10/2025,Buxton,2.10114
14168798,24/01/2026,Buxton,0.83827
14168552,02/09/2025,Buxton,0.96254
15447028,17/02/2026,Buxton,0.5025
14168536,30/08/2025,Buxton,0.81698
15141451,13/12/2025,Buxton,0.66564
14168511,23/08/2025,Buxton,1.32196
